SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
103163,1,Cash loans,M,Y,N,2,171000,675000,32472,675000,0.007305,-13193,-162,-4856,-4950,14,1,1,1,1,1,0,Laborers,4,3,3,THURSDAY,10,0,0,0,0,0,0,Industry: type 11,0.214324576,0.328973392,0.622922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,0,0,0,-581,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103166,1,Cash loans,M,N,Y,1,202500,808650,31464,675000,0.018634,-14615,-220,-1224,-4153,,1,1,1,1,1,0,Laborers,3,2,2,SUNDAY,13,0,0,0,0,1,1,Other,,0.574792126,0.681705878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-756,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
103172,1,Cash loans,F,Y,N,2,270000,343800,10552.5,225000,0.019689,-17417,-269,-3381,-844,21,1,1,0,1,0,0,Core staff,4,2,2,FRIDAY,16,0,0,0,0,0,0,Other,,0.532162894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,-510,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
103177,1,Cash loans,M,Y,Y,0,337500,319981.5,17487,243000,0.025164,-16100,-781,-4375,-4391,11,1,1,0,1,0,0,Security staff,2,2,2,FRIDAY,8,0,0,0,0,1,1,Security,0.329070626,0.533442084,0.263646813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-2086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
103187,1,Cash loans,F,N,N,2,121500,473661,17986.5,333000,0.004849,-15472,-6162,-5679,-3979,,1,1,0,1,0,0,Medicine staff,4,2,2,FRIDAY,12,0,0,0,0,0,0,Medicine,,0.090321795,0.531686143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0,-1819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
103194,1,Cash loans,F,Y,Y,0,202500,1185120,46251,900000,0.02461,-14248,-1866,-2030,-4528,3,1,1,0,1,0,0,Accountants,1,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.322714389,0.563835049,0.2784,0.1543,0.9851,0.796,,0.2,0.1724,0.3333,0.375,0.0404,0.2269,0.2734,0,0,0.2836,0.1601,0.9851,0.804,,0.2014,0.1724,0.3333,0.375,0.0413,0.2479,0.2848,0,0,0.281,0.1543,0.9851,0.7987,,0.2,0.1724,0.3333,0.375,0.0411,0.2309,0.2783,0,0,org spec account,block of flats,0.215,"Stone, brick",No,1,1,1,1,-1590,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
103204,1,Cash loans,F,N,Y,0,135000,675000,40324.5,675000,0.010032,-15002,-1766,-8880,-3887,,1,1,0,1,1,0,Sales staff,1,2,2,SATURDAY,9,0,0,0,0,0,0,Self-employed,0.490534624,0.411357008,0.7136314,0.2227,0.1265,0.9846,0.7892,0.0774,0.24,0.2069,0.3333,0.375,0.3045,0.1816,0.2331,0,0,0.2269,0.1313,0.9846,0.7975,0.0782,0.2417,0.2069,0.3333,0.375,0.3115,0.1983,0.2429,0,0,0.2248,0.1265,0.9846,0.792,0.0779,0.24,0.2069,0.3333,0.375,0.3098,0.1847,0.2373,0,0,,block of flats,0.2257,Panel,No,0,0,0,0,-1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
103205,1,Cash loans,F,N,Y,0,90000,495216,20169,427500,0.032561,-23025,365243,-10338,-4007,,1,0,0,1,1,0,,1,1,1,MONDAY,16,0,0,0,0,0,0,XNA,,0.718508882,,0.1433,0.1691,0.9786,,,0,0.2414,0.1667,,0.0293,,0.1401,,0.1582,0.146,0.1755,0.9786,,,0,0.2414,0.1667,,0.03,,0.1421,,0.1675,0.1447,0.1691,0.9786,,,0,0.2414,0.1667,,0.0299,,0.1427,,0.1615,,block of flats,0.1768,Panel,No,0,0,0,0,-2466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
103207,1,Cash loans,M,Y,Y,1,112500,448056,17019,315000,0.00733,-11425,-2705,-5368,-3968,5,1,1,0,1,0,0,Managers,3,2,2,WEDNESDAY,15,0,0,0,0,0,0,Military,0.150318053,0.076122008,0.329655054,0.1948,0.2469,0.9821,,,0,0.4483,0.1667,,0,,0.1764,,0.1187,0.1985,0.2562,0.9821,,,0,0.4483,0.1667,,0,,0.1837,,0.1257,0.1967,0.2469,0.9821,,,0,0.4483,0.1667,,0,,0.1795,,0.1212,,block of flats,0.137,"Stone, brick",No,4,0,4,0,-1382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
103214,1,Cash loans,F,N,N,0,67500,58500,2844,58500,0.00712,-18255,-386,-1211,-1779,,1,1,0,1,0,0,,1,2,2,WEDNESDAY,9,0,0,0,0,0,0,Self-employed,0.364438021,0.690864925,0.039237715,0.134,0.115,0.9891,,,0.04,0.0345,0.375,,0,,0.0963,,0.0306,0.1366,0.1193,0.9891,,,0.0403,0.0345,0.375,,0,,0.1003,,0.0324,0.1353,0.115,0.9891,,,0.04,0.0345,0.375,,0,,0.098,,0.0313,,block of flats,0.0757,"Stone, brick",No,3,1,3,1,-2568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
103217,1,Cash loans,F,N,N,0,90000,409500,15565.5,409500,0.035792,-11075,-1767,-4121,-2055,,1,1,1,1,0,0,Laborers,1,2,2,MONDAY,10,0,0,0,0,1,1,Industry: type 3,,0.42144804,0.633031641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103228,1,Cash loans,F,N,Y,2,144000,149256,15421.5,135000,0.001276,-9839,-1835,-364,-148,,1,1,1,1,0,0,Laborers,4,2,2,FRIDAY,2,0,0,0,0,0,0,Industry: type 3,0.253750275,0.053955961,0.567379237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103270,1,Cash loans,M,Y,Y,0,90000,225000,9661.5,225000,0.028663,-23923,365243,-6909,-3961,16,1,0,0,1,0,0,,1,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,,0.621350982,,0.2598,0.1607,0.9901,,,0.28,0.2414,0.3333,,,,0.1638,,0.0122,0.2647,0.1668,0.9901,,,0.282,0.2414,0.3333,,,,0.1707,,0.013,0.2623,0.1607,0.9901,,,0.28,0.2414,0.3333,,,,0.1668,,0.0125,,,0.32,Mixed,No,3,2,3,2,-1614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
103292,1,Cash loans,F,N,Y,0,180000,1350000,39604.5,1350000,0.009175,-13973,-592,-8106,-1156,,1,1,1,1,0,0,Managers,2,2,2,TUESDAY,10,0,0,0,0,0,0,Trade: type 7,0.547898233,0.681247862,0.047928786,0.3515,0.181,0.9886,,,0.4,0.3793,0.1667,,0.0653,,0.3971,,0.0892,0.3582,0.1878,0.9886,,,0.4028,0.3793,0.1667,,0.0668,,0.4138,,0.0944,0.355,0.181,0.9886,,,0.4,0.3793,0.1667,,0.0665,,0.4043,,0.091,,block of flats,0.3718,"Stone, brick",No,0,0,0,0,-374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103296,1,Cash loans,F,N,N,0,135000,373500,9981,225000,0.008019,-15523,-836,-267,-329,,1,1,0,1,0,0,Core staff,2,2,2,SATURDAY,10,0,0,0,0,0,0,Self-employed,0.630814404,0.522663027,,0.1113,0.1682,0.9742,0.7484,0.0167,0,0.2414,0.1667,0.1667,0.0628,0.0883,0.0626,0.0116,0.0539,0.1134,0.1745,0.9742,0.7583,0.0168,0,0.2414,0.1667,0.1667,0.0642,0.0964,0.0652,0.0117,0.057,0.1124,0.1682,0.9742,0.7518,0.0168,0,0.2414,0.1667,0.1667,0.0639,0.0898,0.0637,0.0116,0.055,reg oper spec account,block of flats,0.087,"Stone, brick",No,1,1,1,1,-315,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
103310,1,Cash loans,F,N,Y,0,270000,225000,17905.5,225000,0.010032,-17833,-3099,-5628,-1042,,1,1,0,1,0,0,Managers,1,2,2,MONDAY,6,0,0,0,0,0,0,Business Entity Type 3,,0.086584394,0.11247435,0.0928,0.0804,0.9856,0.8028,0.0125,0,0.2069,0.1667,0.2083,0.0936,0.0756,0.0792,0,0,0.0945,0.0834,0.9856,0.8105,0.0126,0,0.2069,0.1667,0.2083,0.0957,0.0826,0.0825,0,0,0.0937,0.0804,0.9856,0.8054,0.0126,0,0.2069,0.1667,0.2083,0.0952,0.077,0.0806,0,0,reg oper account,block of flats,0.0691,Panel,No,0,0,0,0,-345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
103324,1,Cash loans,F,N,N,1,112500,1078200,31653,900000,0.025164,-14193,-4213,-6547,-4553,,1,1,0,1,0,0,,3,2,2,FRIDAY,10,0,0,0,0,0,0,Trade: type 6,,0.262258369,0.468659655,0.0777,0.0815,0.9846,0.7892,0.0121,0.0264,0.1148,0.2358,0.2221,0.0167,0.0628,0.0761,0.0025,0.0025,0.0735,0.0806,0.9777,0.706,0.0079,0,0.1034,0.1667,0.2083,0.0155,0.0643,0.0666,0,0,0.0749,0.0818,0.9881,0.839,0.0139,0,0.1034,0.2083,0.2083,0.0168,0.0616,0.0778,0,0,reg oper account,block of flats,0.0503,Block,No,0,0,0,0,-2160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103325,1,Cash loans,F,N,Y,2,112500,450000,24543,450000,0.02461,-11703,-2949,-1159,-1227,,1,1,0,1,1,0,Laborers,4,2,2,SATURDAY,15,0,1,1,0,1,1,Housing,,0.540390575,0.275000352,0.0082,,0.9727,,,0,0.0345,0.0417,,,,0.0065,,,0.0084,,0.9727,,,0,0.0345,0.0417,,,,0.0068,,,0.0083,,0.9727,,,0,0.0345,0.0417,,,,0.0066,,,,block of flats,,"Stone, brick",No,2,0,2,0,-486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
103342,1,Cash loans,M,N,Y,0,202500,524403,48226.5,495000,0.002506,-8511,-85,-6840,-1205,,1,1,0,1,0,0,,1,2,2,TUESDAY,2,0,0,0,0,1,1,Self-employed,,0.014774182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,-758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
103346,1,Cash loans,M,Y,Y,0,90000,213948,23040,189000,0.01885,-11849,-410,-5488,-4067,16,1,1,0,1,0,0,Drivers,2,2,2,MONDAY,14,0,0,0,0,0,0,Self-employed,0.190044406,0.588895486,0.638043528,0.0701,,0.9791,,,0,0.1379,0.1667,,,,,,,0.0714,,0.9791,,,0,0.1379,0.1667,,,,,,,0.0708,,0.9791,,,0,0.1379,0.1667,,,,,,,,block of flats,0.0525,,No,0,0,0,0,-696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
103380,1,Cash loans,F,N,Y,0,99000,227520,14049,180000,0.031329,-21382,365243,-270,-4917,,1,0,0,1,0,0,,1,2,2,FRIDAY,11,0,0,0,0,0,0,XNA,,0.639294648,0.483050188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,1,-2773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103381,1,Cash loans,F,N,Y,0,292500,501435,23373,414000,0.016612,-18735,-687,-3774,-2275,,1,1,0,1,1,0,Cooking staff,1,2,2,TUESDAY,9,1,1,0,1,1,0,Business Entity Type 3,,0.016145959,0.087880699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103384,1,Cash loans,F,N,Y,0,121500,900000,26316,900000,0.0228,-17270,-5094,-3510,-798,,1,1,1,1,1,0,Core staff,2,2,2,FRIDAY,16,0,0,0,1,1,0,Kindergarten,,0.650426774,0.667457742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-1915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103385,1,Cash loans,F,N,Y,0,112500,343800,16852.5,225000,0.018801,-10595,-781,-2378,-2956,,1,1,1,1,0,0,Medicine staff,2,2,2,WEDNESDAY,6,0,0,0,0,1,1,Other,,0.457246081,0.23791608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
103389,1,Cash loans,F,N,Y,0,90000,585000,31887,585000,0.01452,-23085,365243,-12112,-134,,1,0,0,1,0,0,,1,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.344250729,0.689479143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,-1604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
103390,1,Cash loans,M,N,Y,0,292500,550980,43659,450000,0.009657,-19402,-762,-6960,-2618,,1,1,0,1,0,1,Drivers,2,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,,0.704815881,0.425892898,0.033,0.0573,0.9737,0.6396,0.0125,0,0.1034,0.1667,0.2083,0.0129,0.0244,0.056,0.0116,0.0249,0.0336,0.0594,0.9737,0.6537,0.0126,0,0.1034,0.1667,0.2083,0.0132,0.0266,0.0584,0.0117,0.0264,0.0333,0.0573,0.9737,0.6444,0.0126,0,0.1034,0.1667,0.2083,0.0131,0.0248,0.057,0.0116,0.0255,reg oper account,block of flats,0.0563,"Stone, brick",No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
103405,1,Cash loans,F,N,Y,0,90000,545040,26640,450000,0.010966,-13106,-534,-1779,-361,,1,1,0,1,0,0,,2,2,2,WEDNESDAY,14,0,0,0,1,1,0,Government,,0.311168866,0.136800522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
103407,1,Revolving loans,F,N,N,1,135000,180000,9000,180000,0.005002,-9310,-210,-2281,-1963,,1,1,0,1,0,0,,3,3,3,THURSDAY,17,0,0,0,1,1,0,Kindergarten,,0.233860977,0.16540746,0.0773,0.071,0.9851,0.796,0.0452,0,0.1724,0.1667,0.2083,0.0183,0.063,0.0687,0,0,0.0788,0.0737,0.9851,0.804,0.0456,0,0.1724,0.1667,0.2083,0.0188,0.0689,0.0716,0,0,0.0781,0.071,0.9851,0.7987,0.0455,0,0.1724,0.1667,0.2083,0.0187,0.0641,0.0699,0,0,org spec account,block of flats,0.0787,"Stone, brick",No,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
103422,1,Revolving loans,F,N,Y,1,112500,270000,13500,270000,0.020713,-12301,-1780,-1165,-2220,,1,1,0,1,0,0,Sales staff,3,3,3,SATURDAY,9,0,0,0,0,0,0,Self-employed,0.464767348,0.295442095,0.461482391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,0,-905,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
103438,1,Cash loans,F,Y,N,1,135000,1078200,34911,900000,0.020246,-18448,-2309,-11353,-2007,3,1,1,0,1,0,0,Medicine staff,3,3,3,WEDNESDAY,9,0,0,0,0,0,0,Medicine,0.614695021,0.408363321,0.399675616,0.0897,0,0.9841,0.7824,0.0277,0,0.0345,0.1667,0,0.0327,0.0731,0.08,0,0,0.0914,0,0.9841,0.7909,0.0279,0,0.0345,0.1667,0,0.0334,0.0799,0.0834,0,0,0.0906,0,0.9841,0.7853,0.0279,0,0.0345,0.1667,0,0.0332,0.0744,0.0814,0,0,reg oper account,specific housing,0.0781,Panel,No,1,0,1,0,-440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
103439,1,Revolving loans,M,N,Y,0,315000,337500,16875,337500,0.0105,-11077,-797,-428,-3450,,1,1,1,1,1,0,Accountants,2,3,3,THURSDAY,10,0,0,0,0,0,0,Government,,0.701103669,0.472253343,0.0495,0.0233,0.9995,,,,0.069,0.0833,,0.0781,,0.0413,,,0.0504,0.0242,0.9995,,,,0.069,0.0833,,0.0799,,0.043,,,0.05,0.0233,0.9995,,,,0.069,0.0833,,0.0795,,0.0421,,,,block of flats,0.0364,"Stone, brick",No,4,0,4,0,-301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
103454,1,Cash loans,F,Y,Y,1,180000,157500,16960.5,157500,0.009175,-10551,-738,-1200,-357,7,1,1,1,1,1,0,Sales staff,3,2,2,THURSDAY,15,0,1,1,0,1,1,Industry: type 3,0.265363752,0.065452327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
103458,1,Cash loans,F,Y,Y,0,117000,269550,14751,225000,0.018634,-10057,-168,-2675,-1526,18,1,1,0,1,0,0,Sales staff,1,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.328368427,0.251127828,0.320163367,0.0866,,0.9747,0.6532,0.014,0,0.1379,0.1667,0.0417,0.0544,0.0706,0.0669,,0.0052,0.0882,,0.9747,0.6668,0.0142,0,0.1379,0.1667,0.0417,0.0556,0.0771,0.0697,,0.0055,0.0874,,0.9747,0.6578,0.0141,0,0.1379,0.1667,0.0417,0.0553,0.0718,0.0681,,0.0053,reg oper spec account,block of flats,0.0614,"Stone, brick",No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103477,1,Cash loans,F,N,Y,0,58500,157050,8649,112500,0.020246,-11155,-971,-11116,-1796,,1,1,0,1,0,0,Low-skill Laborers,2,3,3,TUESDAY,10,0,0,0,0,0,0,Industry: type 3,,0.022154638,0.340906426,0.0062,0,0.9737,0.6396,0.0059,0,0.2069,0,0.0417,0.0089,0.005,0.003,0,0,0.0063,0,0.9737,0.6537,0.0059,0,0.2069,0,0.0417,0.0091,0.0055,0.0032,0,0,0.0062,0,0.9737,0.6444,0.0059,0,0.2069,0,0.0417,0.0091,0.0051,0.0031,0,0,not specified,terraced house,0.0024,"Stone, brick",No,5,1,5,1,-676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
103486,1,Cash loans,F,N,Y,1,166500,900000,26446.5,900000,0.008068,-11862,-1198,-148,-533,,1,1,0,1,0,0,Sales staff,3,3,3,TUESDAY,10,0,0,0,0,0,0,Trade: type 7,0.321448743,0.463536934,0.438281374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,-527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103500,1,Cash loans,M,Y,Y,0,225000,538704,26046,481500,0.009334,-19411,-979,-6552,-2849,9,1,1,0,1,1,0,Drivers,2,2,2,THURSDAY,10,0,0,0,0,0,0,Transport: type 3,,0.666772925,0.3392877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
103507,1,Cash loans,M,N,N,0,225000,1350000,35743.5,1350000,0.010006,-19470,-5326,-8862,-2912,,1,1,0,1,0,0,Laborers,1,2,2,FRIDAY,14,0,0,0,0,1,1,Transport: type 2,,0.689883309,,0.0608,0.0576,0.9846,0.7892,0.0494,0,0.1379,0.1667,0.2083,0.288,0.058,0.0543,0,0,0.062,0.0597,0.9846,0.7975,0.0498,0,0.1379,0.1667,0.2083,0.2945,0.0634,0.0566,0,0,0.0614,0.0576,0.9846,0.792,0.0497,0,0.1379,0.1667,0.2083,0.293,0.059,0.0553,0,0,reg oper account,block of flats,0.0697,"Stone, brick",No,0,0,0,0,-112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
103518,1,Cash loans,F,Y,Y,3,180000,755190,36459,675000,0.030755,-10801,-2404,-1823,-1835,1,1,1,0,1,0,0,Laborers,5,2,2,SUNDAY,17,0,0,0,0,0,0,Business Entity Type 1,,0.22688639,0.307736696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,-482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
103531,1,Cash loans,M,N,Y,1,171000,314100,16033.5,225000,0.006008,-8679,-374,-7398,-1351,,1,1,0,1,1,0,Laborers,3,2,2,TUESDAY,16,0,0,0,0,1,1,Self-employed,0.139889528,0.500646977,0.150085176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,-147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
103543,1,Cash loans,F,N,Y,2,112500,254700,20250,225000,0.019101,-11526,-2147,-1048,-2132,,1,1,0,1,1,0,Sales staff,4,2,2,MONDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.184324911,0.106841948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103555,1,Cash loans,M,N,Y,3,135000,469152,28480.5,405000,0.019101,-8390,-1474,-8380,-1070,,1,1,0,1,0,0,Laborers,5,2,2,WEDNESDAY,16,0,0,0,0,0,0,Industry: type 3,0.132515545,0.57407045,0.387625344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
